Sentence,Sentiment
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,neutral
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,positive
The total investment of the project will be approximately EUR 36m .,neutral
`` Demand for sports equipment was good in 2005 .,positive
"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",neutral
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,neutral
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",neutral
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",neutral
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",positive
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral
"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",neutral
"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",positive
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",neutral
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive
"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",positive
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",neutral
The desk will reach its full planned strength of ten persons in autumn 2007 .,neutral
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,neutral
The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,neutral
It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,neutral
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",negative
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",neutral
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",neutral
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,neutral
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,positive
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,positive
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",neutral
Meggitt share price tumbles as profit falls in 'challenging year',negative
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",neutral
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",neutral
"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds .",neutral
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",neutral
"says Brian Burton , Head of IT Security , Vodafone UK .",positive
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",negative
The total need for staff cuts corresponds to about 300 man-years .,neutral
"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",neutral
The estimated annual value of the frame agreement is about EUR 50mn .,neutral
The company expects its net sales in the first half of 2008 to reach the previous year 's level .,neutral
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",neutral
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",neutral
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,negative
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive
"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",neutral
"Berkshire discloses unit's ties to Iran, opens probe",neutral
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,neutral
"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",neutral
"In the Baltic countries , sales fell by 42.6 % .",neutral
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral
"In Finland , 71 % of paper and paperboard is reclaimed .",neutral
"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral
$GRPN might be selling off ahead of $P earnings...,positive
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",neutral
Arm profits and sales up as shift away from mobile gains pace,positive
"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .",neutral
Cargo volume increased by approximately 5 % .,positive
$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,positive
$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,positive
"So far the company has awarded more than $ 350,000 worth of tools and materials .",neutral
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",neutral
Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,neutral
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",neutral
"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .",neutral
The turbines are expected to be launched by the end of 2012 .,neutral
"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",negative
Shell offers 50 percent premium to buy BG for $70 billion,positive
Lean System supports change management and component purchasing extremely well .,neutral
Incap Furniture is presently negotiating staff cuts .,neutral
"To see more of New Haven Register , or to subscribe to the newspaper .",neutral
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",neutral
$NVDA sideways,neutral
Diageo Shares Surge on Report of Possible Takeover by Lemann,positive
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,neutral
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",neutral
"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",neutral
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",neutral
"Key reasons to read this report : - Report contains only relevant information , leaving out excessive data .",neutral
Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,positive
"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",neutral
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .",neutral
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,positive
$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,positive
The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,neutral
Johnson Matthey raises prospect of investor payout,neutral
"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices .",neutral
"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",neutral
Also the development of online businesses will continue .,neutral
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",neutral
Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,neutral
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",positive
US dollar wipes out sales gains for SABMiller,positive
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",positive
$WX Decent pull back . .,neutral
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",neutral
$ENDP Was looking for a long entry but today's price action wasn't appealing,positive
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,negative
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,neutral
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",neutral
$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,positive
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,neutral
"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",positive
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",neutral
"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",neutral
The compnay also said that it would lower the price of development projects by about one third compared with last November .,neutral
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",neutral
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative
High winds also toppled three semi-trailers on I-15 north of Barstow .,neutral
Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,positive
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",neutral
$GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ,positive
"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",neutral
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,neutral
"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .",neutral
`` The issues identified by Stonesoft affect a range of content inspection technology .,neutral
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,neutral
5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,positive
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,neutral
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",positive
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative
Subscription sales decreased slightly .,neutral
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,neutral
The original contract was signed last summer .,positive
"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",neutral
$SPY c'mon bulls buy DIPS!,positive
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive
"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",neutral
$FB & $TSLA cracking lower early. $short #correction #stocks,negative
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,neutral
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral
Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .,neutral
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,neutral
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ñki Oyj 's CEO Jukka Moisio .",positive
"Britain's FTSE steadies, supported by Dixons Carphone",positive
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",neutral
Finnish media group Talentum has issued a profit warning .,neutral
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",neutral
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",negative
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive
HK Ruokatalo 's target is to know the consumers .,neutral
$SBUX getting sold here.,neutral
Strategic and operational business information is objectively reported .,neutral
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,neutral
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",neutral
Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % .,neutral
"However , the growth margin slowed down due to the financial crisis .",neutral
"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",neutral
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",neutral
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,neutral
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,neutral
Performance in the second half of 2009 exceeded expectations .,neutral
$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,positive
"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",neutral
Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,positive
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,neutral
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",positive
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",neutral
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,neutral
"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",positive
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",positive
The second-quarter net sales are expected to be on par with the first quarter of 2009 .,neutral
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral
L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,neutral
bot $AMZN 600 weekly calls here @ 5.93,positive
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,neutral
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",neutral
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",neutral
$BBRY Ready for Take OFF!,positive
"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",neutral
"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company .",neutral
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,neutral
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",neutral
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",neutral
Amazon's grocery deal with Morrisons is only the beginning,positive
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,neutral
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",neutral
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive
$IACI http://stks.co/tJU Looks good on the weekly chart.,positive
Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,neutral
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",neutral
AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,positive
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",neutral
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,neutral
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,positive
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",negative
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",positive
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",neutral
"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",neutral
The insurer anticipates its share in Nordea 's net profit to be significant .,neutral
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",neutral
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,neutral
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",neutral
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',neutral
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",neutral
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral
"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",neutral
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",neutral
"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",negative
Elcoteq 's revenues in 2007 were approximately EUR 120 million .,neutral
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,neutral
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive
`` Our design team has long admired Marimekko 's vivid patterns and colors .,neutral
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",negative
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,neutral
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",neutral
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,positive
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative
"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",neutral
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",positive
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",neutral
Do it for me' trend underpins UK sales growth at Kingfisher,positive
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",neutral
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",neutral
"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",neutral
"Westend ICT Plc s new 409,665,891 shares and increase of share capital with EUR 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 December 2010 have today registered in the Trade Register .",neutral
The fund at fair value will increase correspondingly .,positive
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",positive
The inventor was issued U.S. Patent No. .,neutral
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",neutral
"Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising .",neutral
This is the first time Finnair has been awarded an agreement with the UK government .,positive
"Following the move , Stora Enso holding in NewPage will remain unchanged .",neutral
expecting  $SPY to close above 205.20 $AAPL,positive
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",neutral
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive
"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",neutral
AstraZeneca suffers setback after drug fails to treat eye cancer,positive
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral
`` This could be us .,neutral
`` The trend in the sports and leisure markets was favorable in the first months of the year .,neutral
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",neutral
Berkshire applies to boost Wells Fargo stake above 10 percent,positive
"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito .",neutral
The company did not disclose the price of the acquisition .,neutral
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,neutral
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,positive
"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",neutral
The amendment will not incur additional costs .,neutral
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",neutral
The mill has long traditions and holds an established position in the markets .,neutral
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",positive
"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",positive
Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,positive
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,neutral
"The company operates worldwide and employs in total approximately 47,000 persons .",neutral
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,neutral
"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",positive
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,neutral
"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",neutral
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive
GE is building the facility with wind power developer Invenergy Wind LLC .,neutral
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",neutral
"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",neutral
The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,neutral
"Previously , it projected the figure to be slightly lower than in 2009 .",negative
"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .",neutral
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,neutral
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",neutral
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",neutral
Arm slammed by handset sales outlook,neutral
"Britain's FTSE gains, Land Securities up after dividend hike",positive
Builder Persimmon hails 6% rise in house sales,positive
Most of the dividend will go to the Grimaldi family .,neutral
"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",neutral
"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .",neutral
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,positive
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",neutral
